1.600000000000000000e+01,5.301720893695114967e+01
7.000000000000000000e+00,2.396629308592702046e+01
9.900000000000000000e+01,2.946650631728095391e+02
2.600000000000000000e+01,8.067452750911230908e+01
4.200000000000000000e+01,1.156327323986404281e+02
6.400000000000000000e+01,1.946209370363790470e+02
7.900000000000000000e+01,2.360537740274112934e+02
3.800000000000000000e+01,1.140109861906353359e+02
3.200000000000000000e+01,1.002166264942415381e+02
6.200000000000000000e+01,1.859889490220532480e+02
8.600000000000000000e+01,2.518593769169691257e+02
8.300000000000000000e+01,2.549333521802077485e+02
1.000000000000000000e+00,1.262850917553021368e+01
5.900000000000000000e+01,1.804097618842670840e+02
5.800000000000000000e+01,1.725629262573797860e+02
2.600000000000000000e+01,7.758492339063964494e+01
4.600000000000000000e+01,1.359599065547127736e+02
9.200000000000000000e+01,2.730174422019091480e+02
7.200000000000000000e+01,2.153530156194283904e+02
7.000000000000000000e+01,2.155436782372893845e+02
8.200000000000000000e+01,2.503387235766612093e+02
8.200000000000000000e+01,2.456616197756210340e+02
1.200000000000000000e+01,4.195334988333716097e+01
5.800000000000000000e+01,1.823969614586969783e+02
6.200000000000000000e+01,1.887342462842920554e+02
2.000000000000000000e+00,2.201723793490155145e+01
2.300000000000000000e+01,7.377731991313490312e+01
9.100000000000000000e+01,2.741186076490759547e+02
9.000000000000000000e+00,2.788563458310966681e+01
5.400000000000000000e+01,1.636452261816531291e+02
7.000000000000000000e+00,1.687750715480282082e+01
8.300000000000000000e+01,2.511920961401534385e+02
8.000000000000000000e+01,2.456575959410128007e+02
8.400000000000000000e+01,2.602466696699589761e+02
1.900000000000000000e+01,5.583756239197077065e+01
1.700000000000000000e+01,5.090394449205148675e+01
4.000000000000000000e+00,1.434226203370580066e+01
4.400000000000000000e+01,1.343799941884205111e+02
6.300000000000000000e+01,1.942394401186835466e+02
8.800000000000000000e+01,2.695784107571805635e+02
7.200000000000000000e+01,2.144431780818638913e+02
9.700000000000000000e+01,2.960979273658225566e+02
3.600000000000000000e+01,1.054619765002822191e+02
3.400000000000000000e+01,1.039269149996052590e+02
9.500000000000000000e+01,2.821296320391839458e+02
5.700000000000000000e+01,1.724878253976137898e+02
4.100000000000000000e+01,1.250114579101986152e+02
7.400000000000000000e+01,2.263132685108046189e+02
5.600000000000000000e+01,1.704145595251304712e+02
4.900000000000000000e+01,1.501747842645113735e+02
4.400000000000000000e+01,1.317977718689679705e+02
7.000000000000000000e+00,2.214214184040762845e+01
9.600000000000000000e+01,2.892589932033857849e+02
