5.600000000000000000e+01,1.778186324158173477e+02
4.400000000000000000e+01,1.323594077684435888e+02
8.600000000000000000e+01,2.612981333109844400e+02
3.300000000000000000e+01,8.330849646713265599e+01
2.000000000000000000e+00,1.079345955241654664e+00
5.000000000000000000e+00,8.685521054785974471e+00
5.700000000000000000e+01,1.703700402919918702e+02
5.900000000000000000e+01,1.746827508352757548e+02
6.000000000000000000e+00,2.929864259747670729e+00
7.100000000000000000e+01,2.034421844101310342e+02
3.700000000000000000e+01,1.077384099992313367e+02
3.100000000000000000e+01,1.002658485924793581e+02
4.200000000000000000e+01,1.297836324841728697e+02
8.500000000000000000e+01,2.396885833349358279e+02
8.900000000000000000e+01,2.803712969419109982e+02
2.500000000000000000e+01,5.394394463542175089e+01
3.600000000000000000e+01,1.084318137946636398e+02
7.000000000000000000e+01,2.217308710026265999e+02
4.200000000000000000e+01,1.412256053800011557e+02
6.900000000000000000e+01,2.076449032363760807e+02
4.600000000000000000e+01,1.468410778148128202e+02
8.000000000000000000e+00,1.803979923662669904e+01
7.500000000000000000e+01,2.433775072813243128e+02
4.500000000000000000e+01,1.309866290088943686e+02
5.000000000000000000e+01,1.524152465029278005e+02
1.000000000000000000e+00,1.265739219376613889e+01
2.700000000000000000e+01,8.366692756736975412e+01
3.000000000000000000e+00,1.185578727323795434e+01
9.400000000000000000e+01,2.965675010998728567e+02
5.000000000000000000e+00,2.466002234582319730e+01
3.100000000000000000e+01,9.519154906463732857e+01
7.400000000000000000e+01,2.275935474748476395e+02
8.600000000000000000e+01,2.705246558391035023e+02
8.000000000000000000e+00,3.060682524192213805e+01
8.800000000000000000e+01,2.581834900221663816e+02
8.600000000000000000e+01,2.505083984952277092e+02
2.800000000000000000e+01,9.157192453971093471e+01
8.700000000000000000e+01,2.681282087399414991e+02
7.400000000000000000e+01,2.332587001727573579e+02
9.000000000000000000e+01,2.689598166796950522e+02
4.300000000000000000e+01,1.256583462426499835e+02
8.600000000000000000e+01,2.624621793729953083e+02
5.700000000000000000e+01,1.783508318903908503e+02
6.800000000000000000e+01,2.034338176552026027e+02
3.000000000000000000e+01,1.022054754391672304e+02
2.100000000000000000e+01,7.294908111268127016e+01
8.200000000000000000e+01,2.300945038869759856e+02
9.500000000000000000e+01,2.980199261467740826e+02
2.400000000000000000e+01,7.961954320466453794e+01
5.900000000000000000e+01,1.905479531828431163e+02
7.700000000000000000e+01,2.368964269771594218e+02
9.900000000000000000e+01,3.168748492868703011e+02
6.200000000000000000e+01,1.872904897802234814e+02
5.500000000000000000e+01,1.609388558806001299e+02
3.600000000000000000e+01,1.039915549603517633e+02
4.000000000000000000e+00,1.871419587612892599e+01
5.700000000000000000e+01,1.815294095416473397e+02
5.600000000000000000e+01,1.695536124775779001e+02
2.100000000000000000e+01,6.712382752166985256e+01
6.500000000000000000e+01,1.970337100194142010e+02
9.100000000000000000e+01,2.844326219376102927e+02
7.400000000000000000e+01,2.310182425039901659e+02
3.000000000000000000e+00,1.062419927313088763e+01
1.200000000000000000e+01,5.037363433433928606e+01
2.400000000000000000e+01,7.494134698407219730e+01
9.200000000000000000e+01,2.935550346752887094e+02
2.900000000000000000e+01,1.009161375215252292e+02
9.100000000000000000e+01,2.655353419804824853e+02
1.900000000000000000e+01,5.424696472063043018e+01
9.200000000000000000e+01,2.599951208758662915e+02
2.500000000000000000e+01,9.015702025116985396e+01
9.400000000000000000e+01,2.677757504156182335e+02
3.300000000000000000e+01,9.864812637556075003e+01
4.300000000000000000e+01,1.417867226633518953e+02
4.400000000000000000e+01,1.209498907328222117e+02
4.700000000000000000e+01,1.495575057266281647e+02
5.600000000000000000e+01,1.632084572579728388e+02
4.200000000000000000e+01,1.348659460270177419e+02
1.500000000000000000e+01,4.200732919443014168e+01
3.700000000000000000e+01,1.089501326962506624e+02
7.000000000000000000e+01,2.310601904294395865e+02
7.300000000000000000e+01,2.065718342923032935e+02
5.700000000000000000e+01,1.834337823503553295e+02
4.600000000000000000e+01,1.333246565633824616e+02
6.200000000000000000e+01,1.892752580923242363e+02
3.400000000000000000e+01,1.008644722325406775e+02
3.500000000000000000e+01,1.215581038520250559e+02
7.500000000000000000e+01,2.409466316906745362e+02
2.300000000000000000e+01,7.438952377389399828e+01
8.000000000000000000e+01,2.245742877053998257e+02
1.800000000000000000e+01,5.285117724026809327e+01
6.100000000000000000e+01,1.718798308095367986e+02
1.700000000000000000e+01,4.318832037915706223e+01
4.500000000000000000e+01,1.302007000437982072e+02
5.400000000000000000e+01,1.480273990707293876e+02
1.500000000000000000e+01,4.070854083980700011e+01
4.300000000000000000e+01,1.334436910859311070e+02
9.100000000000000000e+01,2.687165929586581115e+02
5.100000000000000000e+01,1.612901882636440973e+02
9.800000000000000000e+01,2.794303261171693293e+02
2.200000000000000000e+01,7.029816165988289356e+01
4.500000000000000000e+01,1.231567517067188362e+02
8.800000000000000000e+01,2.814343821830664751e+02
4.100000000000000000e+01,1.120188980559882310e+02
7.500000000000000000e+01,2.348162370330207409e+02
8.000000000000000000e+01,2.315503641558301240e+02
5.300000000000000000e+01,1.659794011419441802e+02
3.300000000000000000e+01,9.808662984003522922e+01
7.500000000000000000e+01,2.175166211597176584e+02
7.000000000000000000e+01,2.173577027389277987e+02
9.100000000000000000e+01,2.688708277739979735e+02
8.400000000000000000e+01,2.503366362853420242e+02
5.000000000000000000e+00,1.942251251440783832e+01
7.800000000000000000e+01,2.357806099430389679e+02
5.600000000000000000e+01,1.843499119738766012e+02
3.200000000000000000e+01,1.018520499389049689e+02
7.300000000000000000e+01,2.286276429110378388e+02
4.000000000000000000e+00,8.269506326071560665e+00
7.800000000000000000e+01,2.462919153003001043e+02
7.400000000000000000e+01,2.215838376271782693e+02
1.700000000000000000e+01,5.568693241067222033e+01
9.100000000000000000e+01,2.866400970195794571e+02
2.400000000000000000e+01,6.154404798567999535e+01
3.700000000000000000e+01,1.282229695051942429e+02
4.100000000000000000e+01,1.179137243682243223e+02
8.400000000000000000e+01,2.667489712201231100e+02
3.000000000000000000e+00,-3.713494883101642330e+00
6.400000000000000000e+01,2.003534593566788260e+02
4.200000000000000000e+01,1.270412085348258984e+02
3.600000000000000000e+01,1.062181870289928440e+02
2.600000000000000000e+01,8.222314760029270531e+01
6.500000000000000000e+01,2.084012024693254546e+02
7.700000000000000000e+01,2.303831447453281100e+02
3.800000000000000000e+01,1.156802901035013349e+02
5.000000000000000000e+01,1.664382416928117152e+02
5.600000000000000000e+01,1.843621393007094866e+02
2.000000000000000000e+01,5.168705654931670779e+01
1.100000000000000000e+01,3.677152710651640177e+01
8.600000000000000000e+01,2.583274956481370168e+02
5.700000000000000000e+01,1.763697514451859547e+02
5.400000000000000000e+01,1.662157162385826439e+02
2.100000000000000000e+01,5.960161903064904720e+01
5.600000000000000000e+01,1.566633817069287886e+02
4.700000000000000000e+01,1.529924019910142192e+02
6.000000000000000000e+01,1.771884285366348024e+02
8.400000000000000000e+01,2.572812188674125196e+02
8.800000000000000000e+01,2.764013688567902705e+02
1.000000000000000000e+01,2.960334252469380800e+01
5.400000000000000000e+01,1.732847820788085755e+02
1.000000000000000000e+01,3.196263066379043138e+01
3.500000000000000000e+01,1.043907877465838538e+02
6.300000000000000000e+01,1.920022953754928210e+02
2.900000000000000000e+01,1.000265212095266634e+02
1.000000000000000000e+01,2.493794629444347422e+01
7.900000000000000000e+01,2.416874843683706047e+02
8.600000000000000000e+01,2.559854220363911850e+02
4.500000000000000000e+01,1.302994291980392347e+02
2.100000000000000000e+01,6.406495517746243706e+01
1.000000000000000000e+01,2.197310154919729541e+01
3.600000000000000000e+01,1.214100309164765292e+02
9.900000000000000000e+01,2.965925207899352358e+02
5.200000000000000000e+01,1.513555397903092796e+02
3.000000000000000000e+00,1.197847212963903551e+01
1.000000000000000000e+01,4.703451668235582872e+01
5.900000000000000000e+01,1.765383429650950973e+02
4.000000000000000000e+00,4.599610703453276273e+00
9.900000000000000000e+01,3.065246354091858620e+02
3.200000000000000000e+01,7.901976791975985748e+01
1.000000000000000000e+01,7.722231697817875329e+00
5.400000000000000000e+01,1.767193874042473851e+02
8.000000000000000000e+01,2.345284202292080806e+02
4.500000000000000000e+01,1.445459602153137837e+02
6.600000000000000000e+01,1.855609744297049701e+02
6.400000000000000000e+01,2.024801523746074565e+02
3.000000000000000000e+00,-3.441769114786339401e-01
6.000000000000000000e+01,1.737402975565552481e+02
4.900000000000000000e+01,1.412381867463581955e+02
2.100000000000000000e+01,7.010448120801899563e+01
5.000000000000000000e+01,1.563798979367283266e+02
6.300000000000000000e+01,1.945476714512395802e+02
6.400000000000000000e+01,1.912945966187121769e+02
2.000000000000000000e+00,2.157454222264225052e+01
8.500000000000000000e+01,2.585833525641761526e+02
9.200000000000000000e+01,2.694854641676689084e+02
3.600000000000000000e+01,1.147640329002872193e+02
2.300000000000000000e+01,7.260876206917008346e+01
5.600000000000000000e+01,1.582787981390910659e+02
8.700000000000000000e+01,2.641779202391677472e+02
8.100000000000000000e+01,2.387935687000209839e+02
4.700000000000000000e+01,1.455074854612165609e+02
4.000000000000000000e+01,1.252688980528296270e+02
2.100000000000000000e+01,4.720066353357201194e+01
1.500000000000000000e+01,4.082688168804547502e+01
1.300000000000000000e+01,4.227183907209120406e+01
6.000000000000000000e+00,2.602052419678346951e+01
6.200000000000000000e+01,2.029112252134866026e+02
3.700000000000000000e+01,1.158071349794023774e+02
6.200000000000000000e+01,1.790847265387761240e+02
6.500000000000000000e+01,1.994779661596286928e+02
9.000000000000000000e+00,3.210087285806230994e+01
